GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Salary
3.53,Mid-tier,STEM,Northeast,1,4,4,Medium,Indeed,12,172,9,6,81618.0
3.0,Mid-tier,Arts,South,2,1,3,Large,Indeed,8,178,8,7,59990.0
2.63,Lower-tier,Humanities,South,0,2,2,Large,LinkedIn,6,60,4,3,54017.0
3.77,Mid-tier,Healthcare,Northeast,0,2,1,Medium,Indeed,5,100,2,2,46998.0
3.06,Lower-tier,STEM,West,2,3,2,Medium,LinkedIn,3,24,2,2,103783.0
2.27,Top-tier,STEM,West,3,2,3,Medium,LinkedIn,9,118,2,1,123484.0
3.45,Lower-tier,STEM,Midwest,1,3,6,Large,LinkedIn,6,46,2,2,92247.0
2.49,Lower-tier,STEM,West,3,3,2,Medium,Handshake,6,27,2,2,73355.0
2.51,Lower-tier,Business,Northeast,0,1,2,Medium,Handshake,9,84,2,2,65528.0
3.46,Mid-tier,STEM,South,2,3,2,Medium,Indeed,4,104,5,4,77617.0
2.88,Mid-tier,Business,West,2,1,0,Large,LinkedIn,8,82,5,5,77579.0
3.31,Top-tier,Healthcare,West,0,3,1,Medium,Handshake,11,51,3,2,66567.0
2.76,Mid-tier,Business,West,3,2,7,Large,Handshake,8,34,2,2,68484.0
3.83,Mid-tier,STEM,Midwest,1,0,2,Small,Handshake,8,72,3,2,69811.0
3.34,Top-tier,STEM,South,1,3,0,Large,LinkedIn,7,79,2,1,104712.0
2.89,Lower-tier,Business,South,2,0,5,Large,Handshake,4,20,2,2,77416.0
3.71,Lower-tier,STEM,South,0,2,6,Medium,Indeed,11,192,9,4,75007.0
3.09,Top-tier,Business,South,2,0,2,Medium,LinkedIn,3,32,2,1,92420.0
3.42,Lower-tier,STEM,Midwest,0,2,3,Medium,LinkedIn,4,29,2,2,77274.0
2.77,Lower-tier,STEM,Northeast,1,1,4,Large,Handshake,7,5,2,2,79044.0
3.35,Lower-tier,Business,South,2,0,2,Medium,LinkedIn,2,23,2,2,84427.0
3.46,Top-tier,STEM,Midwest,3,0,4,Large,Indeed,10,140,7,2,82655.0
3.57,Lower-tier,STEM,Northeast,0,2,4,Small,Handshake,3,20,2,1,81684.0
2.58,Mid-tier,Business,Northeast,2,4,2,Small,Handshake,3,13,2,2,80505.0
2.44,Mid-tier,Business,West,0,0,3,Small,LinkedIn,3,36,2,2,79870.0
2.9,Lower-tier,STEM,South,1,2,4,Large,LinkedIn,4,20,2,2,88712.0
3.16,Lower-tier,STEM,Northeast,1,1,2,Small,LinkedIn,11,82,5,2,93641.0
3.23,Lower-tier,STEM,Midwest,3,2,3,Small,Handshake,2,5,2,2,93912.0
3.41,Lower-tier,Arts,West,1,6,7,Small,LinkedIn,9,85,2,1,56372.0
2.31,Lower-tier,STEM,South,0,2,5,Large,Handshake,6,29,2,2,59273.0
2.88,Lower-tier,Humanities,Midwest,1,1,3,Medium,Handshake,12,68,2,2,48073.0
3.52,Lower-tier,STEM,West,0,2,1,Medium,LinkedIn,6,67,3,2,82365.0
2.95,Top-tier,Business,West,1,2,6,Medium,Handshake,6,17,2,2,82319.0
3.74,Top-tier,Healthcare,Midwest,1,2,4,Small,Handshake,6,32,2,1,76981.0
3.02,Mid-tier,Business,West,1,2,2,Large,LinkedIn,9,52,2,1,77997.0
3.56,Mid-tier,STEM,Northeast,1,2,2,Large,Handshake,4,29,2,2,90986.0
3.21,Mid-tier,STEM,Northeast,1,0,4,Large,Handshake,5,20,2,2,73594.0
3.39,Mid-tier,Healthcare,Northeast,2,3,3,Medium,Handshake,1,5,2,1,70739.0
2.48,Mid-tier,Healthcare,South,1,0,6,Small,Indeed,12,152,8,2,61854.0
2.92,Lower-tier,STEM,Midwest,3,5,4,Small,LinkedIn,8,30,2,1,101067.0
2.82,Lower-tier,Healthcare,Midwest,2,1,4,Small,Handshake,10,20,2,2,47447.0
2.84,Mid-tier,Humanities,South,3,1,3,Small,Handshake,5,6,2,1,62104.0
3.04,Lower-tier,Business,South,2,3,1,Medium,LinkedIn,11,133,5,3,84764.0
2.89,Mid-tier,STEM,West,1,2,1,Medium,Indeed,8,76,2,1,81552.0
2.49,Mid-tier,STEM,Midwest,1,2,3,Large,Indeed,1,13,2,2,73834.0
3.64,Mid-tier,STEM,West,0,2,2,Medium,Indeed,5,55,2,2,67808.0
3.27,Mid-tier,Healthcare,Northeast,1,2,4,Medium,LinkedIn,1,7,2,2,74810.0
3.42,Top-tier,Arts,Midwest,0,0,5,Medium,LinkedIn,9,163,9,1,83344.0
3.89,Mid-tier,STEM,Northeast,0,2,1,Medium,LinkedIn,8,65,4,4,94837.0
3.38,Lower-tier,Healthcare,Northeast,2,0,3,Medium,Handshake,1,5,2,1,49428.0
3.24,Top-tier,STEM,Midwest,2,3,4,Large,Handshake,2,5,2,1,91333.0
2.66,Lower-tier,STEM,Midwest,3,2,1,Small,Handshake,8,28,2,1,88910.0
3.42,Mid-tier,STEM,West,3,0,4,Medium,Indeed,4,34,2,2,87537.0
3.06,Lower-tier,STEM,Midwest,1,1,3,Small,LinkedIn,3,23,2,2,95006.0
3.78,Lower-tier,Business,Northeast,1,2,3,Small,Handshake,11,53,2,1,68683.0
3.5,Lower-tier,Business,Northeast,2,3,3,Medium,Indeed,4,23,2,1,66728.0
2.99,Lower-tier,Healthcare,Midwest,0,2,0,Medium,Indeed,12,208,5,1,54325.0
3.3,Mid-tier,Humanities,South,0,2,3,Medium,Indeed,11,245,8,2,59596.0
3.55,Mid-tier,Business,West,3,2,3,Large,Handshake,4,11,2,1,84266.0
3.75,Lower-tier,STEM,Midwest,1,1,3,Large,Handshake,3,27,2,2,85051.0
3.51,Top-tier,Healthcare,West,1,1,3,Medium,LinkedIn,5,24,2,1,85169.0
3.5,Lower-tier,Business,Midwest,0,3,1,Large,Handshake,5,29,2,2,77857.0
3.59,Top-tier,STEM,South,0,2,3,Large,Handshake,5,25,2,2,70083.0
3.23,Lower-tier,STEM,Northeast,3,2,3,Medium,LinkedIn,10,56,3,3,92624.0
3.12,Lower-tier,Business,West,4,0,2,Small,LinkedIn,9,111,5,1,74797.0
3.11,Lower-tier,STEM,West,1,2,0,Small,Handshake,4,5,2,1,95972.0
3.24,Mid-tier,Business,South,1,2,2,Medium,Handshake,4,22,2,2,73547.0
3.32,Mid-tier,STEM,Midwest,1,1,4,Medium,LinkedIn,1,14,2,1,80032.0
3.18,Lower-tier,Business,South,2,3,4,Large,LinkedIn,6,47,3,3,78555.0
2.85,Mid-tier,Business,West,0,1,3,Large,LinkedIn,7,60,4,1,70003.0
3.05,Mid-tier,Business,West,2,2,9,Medium,Indeed,7,102,6,5,72950.0
3.5,Mid-tier,Humanities,Northeast,2,0,3,Medium,Indeed,11,62,4,4,76356.0
3.41,Mid-tier,Humanities,West,3,0,5,Large,Handshake,9,33,2,1,73554.0
3.18,Lower-tier,STEM,Northeast,0,0,1,Large,Indeed,3,44,2,1,60826.0
2.96,Top-tier,Healthcare,Northeast,2,3,6,Small,Handshake,4,18,2,2,73480.0
2.36,Top-tier,Humanities,Midwest,2,1,7,Medium,Indeed,4,29,2,1,43514.0
3.25,Lower-tier,STEM,Northeast,2,1,1,Medium,LinkedIn,11,99,5,2,97230.0
2.94,Top-tier,Business,West,3,1,7,Large,Indeed,12,118,3,1,93962.0
2.9,Lower-tier,Humanities,Northeast,1,0,2,Large,LinkedIn,6,43,3,2,67139.0
3.63,Top-tier,STEM,South,1,4,1,Large,Indeed,7,110,3,3,87330.0
3.13,Top-tier,Business,South,2,3,5,Medium,Handshake,3,21,2,2,86391.0
3.46,Mid-tier,Humanities,South,1,1,3,Large,Handshake,7,42,3,1,70221.0
2.81,Mid-tier,Business,South,0,2,3,Medium,Indeed,6,84,3,3,61716.0
3.1,Lower-tier,Humanities,Midwest,3,1,3,Large,Handshake,10,78,2,2,59234.0
3.86,Top-tier,Arts,South,0,0,0,Medium,Handshake,9,5,2,2,62620.0
3.29,Mid-tier,STEM,Northeast,0,4,7,Small,Handshake,12,62,2,1,81965.0
4.0,Mid-tier,Business,Northeast,3,4,3,Medium,LinkedIn,9,54,3,3,99343.0
3.25,Mid-tier,STEM,Northeast,1,0,1,Medium,Handshake,8,29,2,1,84551.0
3.6,Lower-tier,Healthcare,Midwest,0,1,7,Large,LinkedIn,6,84,4,4,68736.0
2.83,Mid-tier,STEM,Northeast,1,2,1,Large,Handshake,12,24,2,1,76592.0
3.67,Lower-tier,Business,South,4,3,3,Medium,LinkedIn,9,18,2,1,97909.0
3.28,Mid-tier,Business,West,2,1,5,Medium,Handshake,8,46,3,2,76103.0
3.58,Mid-tier,Humanities,West,1,1,2,Medium,Handshake,11,33,2,2,54746.0
2.97,Top-tier,STEM,Northeast,2,4,1,Large,LinkedIn,2,22,2,1,104941.0
3.4,Lower-tier,Business,West,2,1,4,Medium,LinkedIn,3,9,2,2,83113.0
3.32,Mid-tier,Healthcare,Northeast,2,4,4,Medium,Indeed,8,132,2,2,60962.0
4.0,Mid-tier,Business,Northeast,1,3,6,Medium,LinkedIn,6,54,3,2,79999.0
2.94,Top-tier,Business,Northeast,0,3,2,Small,LinkedIn,12,74,3,3,74213.0
3.27,Lower-tier,STEM,West,1,2,2,Medium,LinkedIn,11,133,2,2,77752.0
3.56,Mid-tier,Healthcare,South,0,7,4,Medium,Indeed,6,90,2,2,52069.0
3.89,Mid-tier,Business,Midwest,0,0,3,Large,Handshake,11,47,3,2,66618.0
3.32,Top-tier,Business,West,3,1,4,Medium,Handshake,10,35,2,1,79867.0
3.17,Mid-tier,Healthcare,West,2,3,3,Medium,Handshake,8,57,3,3,68201.0
3.73,Mid-tier,Healthcare,Northeast,3,2,3,Large,Handshake,6,34,2,2,64939.0
2.96,Lower-tier,STEM,Midwest,4,1,2,Large,LinkedIn,6,61,4,3,109975.0
3.41,Lower-tier,STEM,Midwest,3,4,4,Small,Handshake,8,18,2,1,104383.0
2.6,Lower-tier,Business,Midwest,5,3,1,Large,LinkedIn,7,81,5,5,97921.0
3.04,Mid-tier,STEM,West,2,1,1,Medium,LinkedIn,4,52,3,2,79149.0
3.13,Mid-tier,Humanities,Northeast,1,1,3,Small,Handshake,11,104,2,1,73800.0
3.02,Mid-tier,Humanities,West,2,1,5,Medium,LinkedIn,1,12,2,2,63619.0
2.66,Top-tier,STEM,West,3,0,2,Medium,Indeed,1,12,2,2,84502.0
2.93,Mid-tier,Healthcare,South,0,4,3,Large,Handshake,7,5,2,2,62121.0
3.02,Top-tier,Business,West,3,2,1,Large,LinkedIn,10,23,2,2,94062.0
3.14,Mid-tier,Business,South,2,1,5,Small,Handshake,3,23,2,2,71818.0
3.02,Lower-tier,Business,Northeast,1,3,2,Medium,Handshake,5,15,2,1,69681.0
3.35,Mid-tier,STEM,South,2,0,5,Medium,Handshake,11,31,2,1,87913.0
3.65,Mid-tier,STEM,Northeast,5,1,1,Small,LinkedIn,3,25,2,2,119520.0
3.34,Mid-tier,Healthcare,South,3,3,6,Large,Indeed,5,85,2,1,64772.0
3.22,Top-tier,STEM,South,2,1,8,Small,Handshake,2,14,2,1,93087.0
3.19,Mid-tier,Business,West,2,1,4,Medium,LinkedIn,10,58,3,1,74444.0
3.62,Top-tier,Business,South,2,0,5,Small,Indeed,6,67,3,1,76225.0
2.5,Mid-tier,Business,South,3,1,4,Medium,LinkedIn,6,13,2,1,86720.0
3.51,Lower-tier,STEM,Northeast,2,2,3,Small,Handshake,4,5,2,1,88491.0
3.12,Top-tier,Arts,Northeast,1,3,6,Small,LinkedIn,9,33,2,1,85898.0
3.17,Mid-tier,Business,West,1,2,1,Medium,Handshake,5,26,2,2,59836.0
3.5,Top-tier,STEM,South,2,0,4,Large,LinkedIn,2,16,2,2,112907.0
2.82,Lower-tier,Healthcare,West,0,1,5,Medium,Handshake,1,5,2,2,53370.0
3.26,Mid-tier,STEM,Northeast,2,2,2,Large,Indeed,6,73,3,1,79117.0
3.59,Lower-tier,Business,Midwest,1,3,3,Medium,LinkedIn,10,148,4,1,89536.0
3.23,Lower-tier,Humanities,South,0,1,2,Large,Indeed,7,37,2,2,45380.0
2.82,Mid-tier,Business,South,0,1,4,Medium,Handshake,10,86,5,3,56173.0
3.7,Lower-tier,Humanities,Northeast,0,1,5,Medium,LinkedIn,10,118,4,3,60303.0
3.5,Mid-tier,STEM,Midwest,2,0,1,Large,Handshake,2,10,2,2,99364.0
2.76,Top-tier,STEM,South,3,2,6,Medium,LinkedIn,6,66,2,2,104028.0
3.51,Top-tier,Healthcare,West,2,2,5,Large,LinkedIn,2,21,2,1,83206.0
3.7,Lower-tier,Business,Northeast,2,2,3,Medium,LinkedIn,1,5,2,2,89152.0
2.57,Mid-tier,Business,West,2,0,2,Large,LinkedIn,10,105,2,2,76273.0
3.26,Lower-tier,Humanities,South,2,3,2,Small,Handshake,9,67,4,4,87183.0
3.31,Top-tier,Business,Northeast,3,1,5,Large,LinkedIn,8,97,4,2,100697.0
2.77,Mid-tier,STEM,Northeast,0,3,2,Medium,Indeed,2,17,2,1,76400.0
3.47,Top-tier,Business,Midwest,2,1,3,Large,Indeed,6,90,4,2,76370.0
2.9,Top-tier,Humanities,West,1,1,4,Large,Indeed,8,72,2,2,67100.0
2.93,Top-tier,Business,West,4,2,2,Small,Handshake,7,28,2,1,98735.0
2.75,Lower-tier,STEM,West,3,4,3,Large,Handshake,5,14,2,2,88384.0
3.2,Lower-tier,Business,South,3,4,3,Large,Indeed,11,117,4,4,66751.0
3.93,Lower-tier,Humanities,West,3,2,7,Medium,LinkedIn,4,34,2,1,68921.0
3.38,Lower-tier,Business,Northeast,2,0,3,Medium,LinkedIn,2,28,2,1,89427.0
2.77,Top-tier,STEM,South,3,1,2,Small,Handshake,1,6,2,1,101531.0
2.67,Top-tier,Humanities,Northeast,0,2,0,Medium,Handshake,10,80,4,4,76025.0
3.64,Mid-tier,Business,South,1,1,0,Large,Handshake,3,25,2,1,61243.0
3.84,Mid-tier,Arts,Midwest,0,1,2,Small,LinkedIn,10,136,6,1,67414.0
2.5,Mid-tier,Business,Northeast,3,1,3,Medium,Indeed,11,71,4,4,58205.0
3.14,Lower-tier,Business,West,0,1,4,Large,Handshake,8,37,2,2,71063.0
3.54,Mid-tier,Business,Northeast,3,2,1,Medium,Handshake,7,80,3,2,71449.0
3.11,Mid-tier,STEM,West,2,4,2,Large,LinkedIn,3,13,2,1,90778.0
3.39,Mid-tier,Arts,West,0,2,5,Small,Handshake,12,22,2,2,59956.0
3.31,Lower-tier,Healthcare,Midwest,2,0,3,Medium,LinkedIn,11,104,6,6,77490.0
3.7,Top-tier,STEM,Midwest,4,0,3,Small,Indeed,10,121,4,2,95298.0
3.84,Lower-tier,Healthcare,West,3,5,0,Large,Handshake,9,5,2,2,66834.0
3.24,Mid-tier,Humanities,Midwest,0,0,1,Large,Indeed,2,41,3,3,51309.0
3.44,Lower-tier,Healthcare,South,3,0,3,Small,LinkedIn,10,105,3,2,96556.0
2.64,Lower-tier,Business,Northeast,2,0,3,Small,LinkedIn,11,88,4,2,80702.0
3.61,Mid-tier,Healthcare,Midwest,0,1,4,Medium,Indeed,9,171,7,2,35000.0
2.82,Top-tier,Humanities,West,1,2,6,Small,LinkedIn,8,57,2,1,79497.0
3.47,Mid-tier,STEM,Midwest,2,0,3,Large,LinkedIn,9,78,4,1,102928.0
2.95,Top-tier,Humanities,Midwest,1,2,4,Large,Handshake,9,39,2,2,66584.0
3.74,Lower-tier,STEM,Northeast,1,3,1,Medium,Indeed,11,130,4,3,74051.0
2.65,Lower-tier,STEM,South,3,2,0,Small,Handshake,9,31,2,1,89060.0
3.29,Mid-tier,Healthcare,Midwest,3,2,2,Medium,Indeed,4,55,2,2,76640.0
3.46,Mid-tier,Business,South,3,0,1,Medium,LinkedIn,3,11,2,2,89560.0
3.3,Mid-tier,Healthcare,South,2,5,6,Large,Handshake,11,36,2,2,68952.0
3.36,Mid-tier,Healthcare,West,4,3,2,Large,Indeed,12,128,7,5,67540.0
2.97,Lower-tier,Arts,West,1,3,1,Medium,Indeed,3,42,2,1,54785.0
3.57,Lower-tier,STEM,South,4,2,3,Large,Handshake,2,12,2,1,86301.0
3.86,Top-tier,STEM,South,0,2,6,Medium,Handshake,6,35,2,2,90867.0
2.81,Lower-tier,Business,West,0,2,2,Large,Handshake,7,16,2,2,57753.0
3.42,Mid-tier,STEM,South,0,3,4,Medium,Handshake,11,73,2,2,63368.0
3.48,Mid-tier,Humanities,Northeast,3,4,5,Large,LinkedIn,8,117,4,4,72373.0
3.68,Mid-tier,STEM,Midwest,3,2,4,Small,LinkedIn,10,86,4,3,94167.0
2.94,Mid-tier,Healthcare,West,1,1,2,Large,Handshake,6,16,2,1,56741.0
2.45,Mid-tier,Humanities,South,2,3,2,Medium,Indeed,11,110,6,3,62303.0
3.92,Mid-tier,Business,South,4,4,3,Large,LinkedIn,6,55,3,3,89947.0
3.58,Mid-tier,Business,Northeast,0,1,3,Medium,Handshake,9,28,2,1,55475.0
2.91,Mid-tier,Business,Northeast,3,5,2,Medium,LinkedIn,4,29,2,1,87845.0
2.74,Mid-tier,Humanities,South,2,2,4,Medium,LinkedIn,1,6,2,2,78578.0
3.11,Lower-tier,STEM,Northeast,1,2,0,Small,LinkedIn,12,92,2,1,90811.0
3.83,Lower-tier,Healthcare,Midwest,2,0,2,Small,Handshake,1,5,2,1,68221.0
3.88,Mid-tier,Business,Northeast,1,3,4,Medium,LinkedIn,6,70,2,1,86252.0
3.09,Mid-tier,Healthcare,Midwest,4,3,4,Medium,LinkedIn,12,126,4,1,78632.0
3.22,Lower-tier,Business,Northeast,2,0,2,Large,Handshake,11,36,2,1,66986.0
3.03,Mid-tier,STEM,West,5,2,5,Medium,LinkedIn,10,73,3,1,97945.0
3.08,Top-tier,Healthcare,South,1,2,4,Medium,Handshake,11,5,2,1,72224.0
3.1,Mid-tier,Healthcare,Midwest,2,1,1,Medium,Handshake,12,48,3,1,55866.0
2.8,Lower-tier,STEM,West,1,1,2,Medium,Handshake,6,28,2,1,82765.0
2.6,Lower-tier,Humanities,West,3,1,4,Small,Handshake,11,80,3,2,57077.0
4.0,Top-tier,Business,West,1,2,2,Medium,LinkedIn,5,52,2,2,91277.0
2.51,Mid-tier,Business,West,0,1,3,Small,Handshake,6,26,2,2,70314.0
3.36,Lower-tier,Business,South,0,3,1,Medium,Indeed,5,70,4,2,66971.0
3.06,Lower-tier,Business,Midwest,1,3,2,Small,Indeed,1,11,2,1,62202.0
2.46,Mid-tier,Healthcare,South,2,5,4,Large,Handshake,8,29,2,2,65342.0
4.0,Mid-tier,Healthcare,Midwest,0,3,3,Small,LinkedIn,10,88,4,4,61845.0
2.48,Top-tier,STEM,Northeast,4,1,1,Medium,Handshake,8,66,4,4,101424.0
3.0,Mid-tier,Business,West,2,3,5,Large,Handshake,9,63,4,3,80591.0
3.43,Mid-tier,STEM,West,3,2,4,Large,Handshake,3,20,2,1,94293.0
3.09,Top-tier,STEM,Midwest,2,2,1,Small,LinkedIn,11,126,3,1,105760.0
3.03,Lower-tier,STEM,South,2,1,4,Large,LinkedIn,10,15,2,1,99907.0
2.92,Mid-tier,Healthcare,West,1,3,2,Large,Handshake,7,18,2,2,51141.0
3.68,Mid-tier,Business,West,4,0,1,Large,LinkedIn,12,130,7,1,100312.0
3.08,Mid-tier,Humanities,Midwest,3,2,3,Large,LinkedIn,10,93,5,3,69901.0
3.8,Top-tier,Arts,South,4,3,4,Medium,LinkedIn,5,36,2,1,75453.0
3.19,Lower-tier,STEM,Midwest,3,3,5,Small,LinkedIn,11,66,2,2,89073.0
3.65,Lower-tier,Healthcare,Northeast,0,6,3,Small,LinkedIn,6,67,2,2,59238.0
3.09,Top-tier,Humanities,West,2,6,2,Small,LinkedIn,8,92,4,2,76744.0
3.68,Mid-tier,STEM,Northeast,0,2,3,Large,LinkedIn,8,128,7,4,93312.0
2.97,Mid-tier,Healthcare,West,0,1,0,Small,Handshake,6,15,2,1,57356.0
2.73,Mid-tier,STEM,West,2,1,5,Small,Handshake,9,52,3,3,82829.0
3.66,Lower-tier,STEM,Midwest,0,1,3,Medium,Indeed,6,74,4,2,65896.0
3.51,Top-tier,Healthcare,Midwest,0,4,1,Small,LinkedIn,10,8,2,1,58963.0
3.43,Top-tier,Healthcare,South,0,1,5,Large,LinkedIn,7,96,5,5,77679.0
3.59,Lower-tier,Business,West,3,1,4,Medium,Handshake,10,55,3,3,88576.0
3.68,Lower-tier,STEM,Midwest,1,0,3,Small,Handshake,6,27,2,2,80937.0
3.13,Lower-tier,Healthcare,Northeast,2,1,1,Large,Handshake,11,84,3,2,75707.0
3.89,Lower-tier,STEM,Midwest,2,2,3,Large,LinkedIn,2,27,2,2,102682.0
2.96,Lower-tier,Healthcare,Midwest,2,2,2,Small,LinkedIn,1,8,2,2,72504.0
2.94,Lower-tier,STEM,Northeast,3,1,3,Medium,Indeed,8,78,3,1,87349.0
3.21,Top-tier,STEM,Midwest,1,2,1,Medium,Handshake,12,90,4,1,90859.0
2.99,Mid-tier,Business,Northeast,0,2,4,Large,Handshake,4,15,2,1,70631.0
2.96,Lower-tier,Humanities,Northeast,1,0,2,Small,Handshake,6,41,3,2,55779.0
2.66,Lower-tier,Healthcare,West,2,1,4,Large,LinkedIn,2,10,2,2,59627.0
4.0,Top-tier,Business,Northeast,1,3,4,Large,Indeed,12,130,6,6,77481.0
2.91,Mid-tier,STEM,West,0,4,0,Medium,Handshake,9,67,4,1,83564.0
2.28,Mid-tier,Healthcare,West,3,2,4,Medium,LinkedIn,2,16,2,2,53644.0
2.77,Lower-tier,STEM,South,0,1,2,Medium,Handshake,4,23,2,1,73083.0
3.12,Mid-tier,Business,South,2,3,3,Medium,LinkedIn,8,24,2,2,69211.0
3.01,Mid-tier,STEM,South,4,1,4,Large,LinkedIn,2,17,2,1,105217.0
3.2,Mid-tier,Healthcare,Midwest,4,0,10,Large,LinkedIn,1,16,2,1,83827.0
2.37,Mid-tier,Humanities,Northeast,4,1,1,Medium,LinkedIn,10,126,6,2,90246.0
3.63,Mid-tier,STEM,Midwest,2,3,1,Medium,Handshake,10,36,2,1,93076.0
3.2,Lower-tier,STEM,Midwest,3,3,1,Medium,LinkedIn,12,98,3,1,100793.0
3.56,Mid-tier,Arts,South,0,1,3,Large,Handshake,7,57,2,1,58813.0
3.21,Mid-tier,Arts,Midwest,0,6,2,Medium,LinkedIn,12,68,4,4,63411.0
3.01,Mid-tier,STEM,South,2,2,3,Large,Indeed,7,94,2,1,73110.0
3.63,Mid-tier,Healthcare,West,1,0,0,Small,Handshake,7,40,2,2,58049.0
2.79,Mid-tier,STEM,Northeast,0,1,0,Large,LinkedIn,9,72,3,2,79685.0
2.54,Lower-tier,STEM,West,0,1,2,Large,Handshake,7,59,3,2,69096.0
3.72,Mid-tier,Humanities,Northeast,0,0,2,Medium,Indeed,8,14,2,2,53105.0
3.68,Mid-tier,STEM,West,1,3,2,Large,Handshake,11,60,2,1,86321.0
3.95,Mid-tier,Business,South,2,1,1,Large,Handshake,7,42,3,1,83761.0
2.9,Lower-tier,Healthcare,Midwest,0,1,2,Medium,LinkedIn,9,69,4,4,74640.0
3.41,Mid-tier,STEM,West,2,2,2,Large,Indeed,2,14,2,1,76478.0
3.31,Mid-tier,Humanities,West,2,4,6,Medium,Indeed,8,49,3,2,62650.0
3.22,Mid-tier,Business,West,0,1,3,Medium,Handshake,6,36,2,2,68676.0
2.76,Mid-tier,Healthcare,West,2,2,6,Medium,LinkedIn,3,28,2,2,76035.0
3.56,Mid-tier,Business,Northeast,1,0,4,Large,LinkedIn,7,38,2,2,72666.0
4.0,Lower-tier,Business,South,1,2,0,Small,Handshake,12,30,2,1,78567.0
3.7,Top-tier,Business,South,2,1,0,Medium,LinkedIn,4,21,2,1,91292.0
2.86,Top-tier,Business,South,2,5,5,Medium,Indeed,9,157,6,3,70721.0
3.08,Lower-tier,STEM,Northeast,3,3,3,Large,Indeed,2,32,2,2,81531.0
3.5,Mid-tier,STEM,West,2,0,2,Large,Indeed,5,66,3,1,81459.0
2.55,Top-tier,Healthcare,South,1,2,4,Medium,LinkedIn,10,75,4,2,73469.0
3.04,Mid-tier,STEM,West,0,1,6,Large,Handshake,8,45,3,2,74395.0
2.66,Mid-tier,Healthcare,Northeast,4,5,1,Large,Handshake,11,49,3,3,52454.0
3.44,Mid-tier,Business,West,1,2,3,Medium,Indeed,6,77,2,1,59094.0
3.41,Lower-tier,Business,South,2,1,4,Medium,Handshake,9,39,2,1,64353.0
3.35,Lower-tier,Healthcare,Northeast,2,1,3,Large,Handshake,11,47,2,1,78420.0
3.67,Top-tier,Business,Midwest,0,0,4,Small,LinkedIn,3,14,2,2,86061.0
3.04,Top-tier,Healthcare,West,2,1,1,Medium,LinkedIn,8,49,2,2,81264.0
3.0,Lower-tier,STEM,Northeast,1,1,1,Small,Handshake,8,53,2,2,87703.0
2.98,Top-tier,STEM,Midwest,3,0,1,Medium,LinkedIn,12,120,5,3,88405.0
3.51,Top-tier,Business,South,2,2,7,Small,Handshake,7,52,2,1,87804.0
2.76,Mid-tier,Humanities,Midwest,0,1,2,Large,Handshake,7,32,2,2,42117.0
3.36,Lower-tier,Humanities,South,1,3,2,Medium,Indeed,11,203,11,3,55445.0
3.12,Mid-tier,STEM,South,0,3,2,Medium,LinkedIn,4,54,3,3,97758.0
2.73,Lower-tier,Business,Midwest,2,1,4,Large,LinkedIn,12,28,2,1,86710.0
3.62,Mid-tier,Business,Midwest,2,1,0,Medium,LinkedIn,7,67,3,2,88096.0
2.94,Mid-tier,Humanities,South,1,3,2,Medium,Indeed,10,85,3,2,52101.0
4.0,Mid-tier,Business,Midwest,4,2,1,Small,LinkedIn,3,24,2,1,90059.0
3.27,Mid-tier,STEM,West,0,4,4,Large,Indeed,7,116,2,2,73404.0
3.31,Lower-tier,STEM,South,2,1,5,Small,LinkedIn,3,5,2,2,88475.0
3.66,Mid-tier,Humanities,Midwest,2,3,0,Medium,LinkedIn,6,56,3,1,77237.0
2.99,Lower-tier,STEM,South,1,3,7,Small,LinkedIn,11,111,2,2,96667.0
2.78,Top-tier,Arts,Midwest,2,2,5,Large,LinkedIn,8,78,2,1,76413.0
3.06,Mid-tier,STEM,Northeast,0,1,2,Medium,Handshake,10,73,2,1,82392.0
3.15,Mid-tier,Humanities,South,0,5,3,Medium,LinkedIn,5,55,2,1,64000.0
3.89,Top-tier,Business,West,0,3,4,Medium,LinkedIn,9,79,3,2,81862.0
3.5,Mid-tier,Business,South,0,2,7,Medium,LinkedIn,10,85,3,3,80783.0
3.42,Lower-tier,Business,West,2,1,3,Small,Handshake,12,82,4,3,69738.0
2.77,Mid-tier,Humanities,West,0,4,4,Small,Handshake,5,35,2,2,45139.0
3.67,Lower-tier,STEM,Northeast,0,3,2,Medium,LinkedIn,9,139,4,3,95980.0
3.26,Top-tier,STEM,Northeast,2,4,3,Medium,LinkedIn,2,5,2,2,101440.0
3.15,Lower-tier,Business,Northeast,1,1,2,Medium,LinkedIn,6,14,2,2,89942.0
3.13,Mid-tier,Healthcare,West,1,5,2,Medium,LinkedIn,12,66,3,3,63413.0
4.0,Lower-tier,STEM,Midwest,5,3,4,Small,LinkedIn,4,30,2,2,101687.0
3.1,Mid-tier,Healthcare,West,0,2,2,Small,Handshake,10,73,2,1,42487.0
3.57,Mid-tier,Business,Midwest,3,0,6,Small,LinkedIn,5,46,3,3,101408.0
3.19,Mid-tier,Humanities,Northeast,3,3,3,Large,LinkedIn,12,126,7,4,73326.0
3.33,Mid-tier,Business,West,0,2,5,Large,Indeed,7,71,3,3,73177.0
