GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received,Offer_Salary
3.19,Lower-tier,STEM,Midwest,3,0,4,Large,Indeed,3,48,0,0,,
2.72,Mid-tier,Business,Northeast,0,3,1,Medium,Handshake,7,33,2,1,,
2.8,Lower-tier,Business,West,1,3,1,Medium,Handshake,8,38,2,1,,
3.08,Mid-tier,Arts,South,1,1,3,Large,LinkedIn,6,17,1,1,,
3.98,Lower-tier,Healthcare,West,0,5,1,Medium,LinkedIn,1,9,0,0,,
3.07,Lower-tier,Business,West,0,2,2,Large,LinkedIn,11,117,8,2,,
2.63,Lower-tier,Business,South,0,3,5,Medium,LinkedIn,3,12,2,2,,
2.77,Mid-tier,Healthcare,South,0,0,2,Large,Handshake,1,5,2,1,,
4.0,Mid-tier,STEM,Midwest,1,1,3,Large,LinkedIn,5,60,3,2,,
3.21,Top-tier,Humanities,Midwest,2,0,3,Large,LinkedIn,5,32,2,2,,
3.75,Mid-tier,Business,Midwest,1,5,2,Large,LinkedIn,6,43,2,1,,
3.03,Mid-tier,Business,Northeast,1,0,4,Large,Indeed,8,113,4,1,,
3.02,Mid-tier,STEM,Northeast,1,1,1,Small,Indeed,12,228,6,1,,
3.1,Top-tier,Business,South,0,3,4,Medium,LinkedIn,12,108,5,3,,
2.96,Mid-tier,Healthcare,Northeast,1,4,3,Medium,LinkedIn,8,72,2,0,,
3.37,Lower-tier,Humanities,Northeast,0,3,2,Small,Handshake,11,55,3,1,,
3.11,Top-tier,STEM,Midwest,4,1,1,Large,LinkedIn,2,20,2,1,,
2.63,Mid-tier,Business,South,0,1,5,Large,LinkedIn,12,5,0,0,,
3.38,Mid-tier,Arts,West,0,3,0,Medium,LinkedIn,7,52,2,1,,
3.44,Mid-tier,Humanities,West,2,1,1,Large,LinkedIn,5,70,4,2,,
3.73,Mid-tier,STEM,South,2,1,4,Small,Handshake,8,70,2,2,,
2.81,Lower-tier,Humanities,West,2,2,1,Medium,Indeed,2,26,2,1,,
3.01,Mid-tier,Humanities,South,3,3,3,Medium,Handshake,2,10,4,3,,
3.21,Mid-tier,STEM,Midwest,0,3,3,Medium,Indeed,2,23,2,1,,
3.96,Lower-tier,Healthcare,Midwest,1,4,1,Large,Handshake,6,18,0,0,,
2.56,Top-tier,Business,South,4,1,3,Medium,Handshake,3,13,1,0,,
3.23,Mid-tier,STEM,Northeast,3,5,4,Medium,LinkedIn,2,27,1,0,,
2.44,Lower-tier,Humanities,West,0,3,2,Medium,Handshake,6,46,5,3,,
3.3,Mid-tier,Humanities,Midwest,0,3,1,Small,Handshake,7,26,0,0,,
3.35,Mid-tier,Business,South,3,5,1,Large,LinkedIn,1,5,0,0,,
3.63,Mid-tier,Business,South,1,6,0,Medium,LinkedIn,9,46,4,2,,
3.03,Mid-tier,Humanities,West,2,1,3,Small,LinkedIn,7,22,0,0,,
3.41,Lower-tier,Business,West,2,3,5,Small,LinkedIn,8,78,2,0,,
2.53,Mid-tier,Business,South,3,1,3,Large,Indeed,7,99,3,3,,
3.94,Mid-tier,STEM,South,2,3,5,Large,Handshake,8,29,1,0,,
3.26,Lower-tier,Arts,West,1,3,2,Medium,Indeed,7,94,1,0,,
3.37,Top-tier,Humanities,South,1,2,5,Medium,LinkedIn,10,60,1,0,,
3.46,Top-tier,Business,South,2,0,0,Medium,LinkedIn,1,6,0,0,,
3.78,Lower-tier,STEM,South,1,1,1,Medium,LinkedIn,7,38,2,2,,
3.48,Lower-tier,STEM,Northeast,0,2,5,Medium,LinkedIn,8,26,1,0,,
3.3,Lower-tier,STEM,West,1,1,4,Medium,Handshake,7,59,3,1,,
3.57,Mid-tier,STEM,South,2,3,5,Small,Handshake,11,78,2,2,,
3.41,Mid-tier,Business,West,3,2,5,Large,LinkedIn,4,42,3,1,,
3.29,Lower-tier,Business,West,0,2,3,Large,Indeed,12,192,1,0,,
2.97,Lower-tier,Humanities,Northeast,1,3,3,Medium,LinkedIn,2,27,2,0,,
2.81,Mid-tier,STEM,South,2,0,5,Large,Handshake,5,5,2,2,,
3.71,Mid-tier,Humanities,West,0,2,2,Medium,Handshake,6,34,2,2,,
3.37,Mid-tier,Healthcare,South,0,4,0,Large,LinkedIn,3,19,1,0,,
3.97,Top-tier,STEM,West,1,3,6,Medium,Indeed,1,5,0,0,,
3.3,Top-tier,STEM,Midwest,1,1,4,Medium,LinkedIn,12,150,3,1,,
3.49,Mid-tier,Business,South,0,1,5,Small,Indeed,10,28,2,2,,
3.34,Mid-tier,STEM,Northeast,1,0,3,Medium,Handshake,7,45,10,3,,
3.02,Mid-tier,Business,West,2,1,3,Large,Handshake,11,84,2,2,,
3.61,Mid-tier,Business,South,2,4,2,Medium,LinkedIn,6,38,2,1,,
3.61,Mid-tier,Business,Northeast,0,3,7,Medium,Handshake,9,27,3,1,,
3.72,Lower-tier,Healthcare,Northeast,0,2,3,Medium,LinkedIn,6,18,0,0,,
2.77,Top-tier,Humanities,Northeast,1,3,4,Small,Handshake,10,58,5,0,,
3.64,Mid-tier,Healthcare,West,0,1,7,Medium,LinkedIn,7,56,2,0,,
3.46,Lower-tier,STEM,West,3,1,2,Medium,LinkedIn,1,6,2,1,,
3.36,Mid-tier,STEM,West,1,5,3,Large,Indeed,1,10,0,0,,
3.35,Mid-tier,Healthcare,South,0,2,5,Medium,Indeed,1,15,0,0,,
3.6,Lower-tier,Humanities,Midwest,0,3,4,Small,Handshake,5,28,2,2,,
2.85,Top-tier,Business,Midwest,0,4,3,Large,Indeed,9,130,0,0,,
3.95,Top-tier,STEM,West,1,2,4,Large,Handshake,6,13,2,1,,
2.96,Lower-tier,Business,Northeast,0,3,6,Medium,LinkedIn,1,7,0,0,,
3.54,Mid-tier,Humanities,West,0,3,7,Medium,Handshake,3,17,1,0,,
2.81,Mid-tier,Arts,Midwest,2,2,2,Large,Handshake,4,5,0,0,,
3.22,Mid-tier,Business,Northeast,2,3,3,Small,LinkedIn,1,8,0,0,,
2.65,Lower-tier,Healthcare,West,4,2,3,Small,Handshake,4,22,2,0,,
3.26,Mid-tier,STEM,Midwest,0,4,4,Medium,LinkedIn,11,106,3,0,,
3.68,Mid-tier,STEM,South,0,3,0,Medium,Handshake,6,23,2,1,,
2.44,Lower-tier,Arts,Northeast,1,5,4,Small,LinkedIn,8,44,0,0,,
3.09,Mid-tier,Arts,South,1,2,4,Large,Handshake,4,28,2,2,,
4.0,Lower-tier,Business,Midwest,0,5,2,Large,Handshake,4,24,2,1,,
2.88,Mid-tier,STEM,South,3,5,2,Small,Handshake,6,41,2,1,,
2.91,Mid-tier,STEM,Northeast,2,1,4,Small,Handshake,2,19,0,0,,
4.0,Top-tier,Humanities,West,2,1,2,Medium,LinkedIn,10,105,6,1,,
3.61,Mid-tier,STEM,West,0,2,3,Small,LinkedIn,5,30,2,1,,
2.63,Mid-tier,Business,South,3,0,1,Large,Handshake,4,20,1,0,,
3.06,Mid-tier,Arts,South,0,1,1,Medium,Indeed,11,190,7,7,,
3.15,Mid-tier,STEM,West,0,2,2,Small,Handshake,9,40,5,2,,
2.93,Top-tier,Business,Northeast,1,2,1,Small,LinkedIn,7,50,2,0,,
3.92,Top-tier,Humanities,West,0,1,4,Medium,Indeed,10,173,3,1,,
2.68,Lower-tier,STEM,Northeast,1,2,0,Large,Indeed,5,88,1,1,,
2.62,Top-tier,Business,South,0,2,2,Small,LinkedIn,11,157,7,3,,
3.24,Mid-tier,Arts,West,0,3,3,Medium,LinkedIn,11,71,3,1,,
3.5,Top-tier,STEM,West,0,0,5,Medium,LinkedIn,8,50,3,3,,
3.28,Lower-tier,STEM,Midwest,0,4,2,Large,Indeed,10,96,5,3,,
3.39,Mid-tier,STEM,Northeast,1,2,3,Small,Handshake,10,71,4,4,,
2.74,Lower-tier,Business,Northeast,1,1,1,Medium,Handshake,12,78,2,1,,
3.07,Top-tier,Humanities,Midwest,1,1,2,Small,LinkedIn,4,34,2,2,,
2.41,Mid-tier,STEM,West,2,3,4,Small,LinkedIn,10,95,3,3,,
3.44,Mid-tier,STEM,Midwest,2,5,3,Medium,LinkedIn,11,44,2,2,,
3.23,Top-tier,Business,South,0,0,3,Large,Indeed,7,87,0,0,,
3.27,Lower-tier,STEM,West,0,1,2,Large,Indeed,5,45,0,0,,
3.71,Lower-tier,Business,Midwest,1,3,2,Medium,LinkedIn,10,95,5,2,,
3.55,Mid-tier,Humanities,South,0,4,2,Small,Handshake,12,68,2,2,,
3.61,Lower-tier,Healthcare,South,0,1,3,Large,Handshake,2,5,0,0,,
2.92,Mid-tier,Business,West,0,2,2,Large,LinkedIn,12,100,4,0,,
3.79,Lower-tier,Business,Northeast,2,2,2,Medium,LinkedIn,6,45,2,2,,
3.42,Mid-tier,Business,Northeast,0,2,3,Large,Indeed,4,56,1,0,,
3.02,Mid-tier,STEM,South,2,3,5,Small,Handshake,4,25,2,1,,
3.64,Top-tier,STEM,Northeast,4,0,3,Small,LinkedIn,5,44,2,1,,
2.73,Top-tier,STEM,West,4,1,3,Medium,LinkedIn,5,33,2,1,,
3.47,Mid-tier,Humanities,West,3,2,4,Medium,LinkedIn,2,9,2,2,,
3.24,Top-tier,Arts,West,0,4,2,Large,LinkedIn,5,30,2,0,,
2.91,Lower-tier,Healthcare,Midwest,1,2,4,Small,Handshake,8,26,2,1,,
3.93,Mid-tier,STEM,Northeast,0,1,4,Medium,Indeed,2,17,0,0,,
3.54,Top-tier,Business,West,3,4,5,Medium,Indeed,7,84,0,0,,
3.28,Mid-tier,Healthcare,West,0,5,2,Large,LinkedIn,3,31,2,2,,
3.2,Lower-tier,Humanities,South,2,1,1,Small,Handshake,2,15,0,0,,
3.36,Top-tier,Humanities,South,0,2,3,Large,Handshake,10,63,4,1,,
2.53,Top-tier,STEM,Northeast,0,3,0,Large,Handshake,11,80,5,3,,
3.1,Mid-tier,Business,South,0,2,2,Large,Handshake,8,73,4,1,,
3.45,Lower-tier,Arts,West,2,1,0,Large,LinkedIn,4,36,3,1,,
3.74,Mid-tier,STEM,Midwest,1,3,2,Medium,LinkedIn,2,14,0,0,,
2.88,Mid-tier,STEM,Northeast,2,1,5,Small,Indeed,7,85,1,0,,
2.92,Lower-tier,Business,West,1,0,3,Large,Handshake,4,32,2,1,,
3.0,Lower-tier,Humanities,Midwest,0,4,0,Large,Handshake,1,5,2,2,,
3.2,Mid-tier,Healthcare,Midwest,0,1,4,Medium,LinkedIn,9,42,2,0,,
2.67,Mid-tier,STEM,West,1,0,6,Medium,Handshake,8,14,2,2,,
3.06,Mid-tier,Business,Midwest,2,2,4,Small,LinkedIn,4,24,0,0,,
3.64,Mid-tier,Healthcare,South,1,4,3,Small,Handshake,5,36,2,2,,
3.64,Lower-tier,Healthcare,Midwest,1,4,2,Small,Handshake,12,40,6,1,,
3.41,Mid-tier,STEM,Northeast,0,0,5,Large,Handshake,6,18,3,2,,
3.14,Mid-tier,Arts,Northeast,0,2,1,Large,Handshake,6,69,4,4,,
3.07,Lower-tier,Business,Midwest,0,1,1,Medium,Handshake,11,31,4,1,,
2.87,Top-tier,Healthcare,Midwest,2,0,2,Medium,Indeed,7,100,2,2,,
3.26,Mid-tier,Business,West,0,2,4,Large,LinkedIn,5,22,1,1,,
3.78,Mid-tier,Humanities,West,2,2,4,Small,Handshake,5,46,3,3,,
3.3,Mid-tier,Business,West,0,1,2,Small,Indeed,2,25,0,0,,
3.34,Lower-tier,STEM,West,1,2,3,Small,LinkedIn,11,106,3,0,,
3.53,Mid-tier,Humanities,West,2,4,1,Large,Handshake,8,74,7,2,,
2.87,Lower-tier,Healthcare,Midwest,4,2,5,Small,Handshake,7,9,2,2,,
3.26,Mid-tier,Healthcare,Midwest,2,0,3,Medium,Indeed,3,26,0,0,,
3.59,Lower-tier,STEM,Midwest,1,3,3,Small,Handshake,12,76,6,1,,
3.07,Mid-tier,Humanities,Northeast,4,4,6,Medium,Indeed,11,254,2,2,,
3.45,Mid-tier,Business,West,0,2,6,Large,Indeed,7,128,1,0,,
2.47,Mid-tier,Arts,South,0,2,0,Large,Handshake,11,69,7,3,,
2.53,Top-tier,STEM,South,3,2,3,Small,LinkedIn,9,48,3,1,,
3.22,Mid-tier,Arts,Midwest,1,1,3,Large,Handshake,5,21,2,0,,
4.0,Mid-tier,Humanities,Northeast,0,2,3,Medium,Handshake,4,26,3,1,,
2.73,Mid-tier,Healthcare,Northeast,1,1,3,Large,Handshake,3,12,1,0,,
2.68,Lower-tier,Business,Northeast,2,2,5,Large,Handshake,3,16,2,1,,
3.17,Lower-tier,Arts,Midwest,1,1,1,Medium,LinkedIn,1,6,0,0,,
2.88,Mid-tier,STEM,Northeast,1,5,3,Medium,LinkedIn,1,7,0,0,,
3.6,Lower-tier,Humanities,Northeast,2,3,4,Medium,LinkedIn,1,11,0,0,,
3.78,Lower-tier,Business,Midwest,0,1,3,Medium,Handshake,12,44,2,0,,
3.28,Top-tier,Business,West,1,3,1,Medium,LinkedIn,6,67,2,2,,
3.9,Mid-tier,Humanities,South,2,2,3,Small,Handshake,2,5,2,1,,
3.31,Lower-tier,Healthcare,South,0,3,2,Small,Handshake,9,36,3,1,,
3.77,Lower-tier,Business,Midwest,3,6,2,Small,Handshake,7,52,3,0,,
2.71,Lower-tier,Business,West,0,5,2,Large,Handshake,9,31,0,0,,
3.02,Lower-tier,STEM,Northeast,1,1,7,Large,LinkedIn,10,103,7,2,,
2.82,Mid-tier,Healthcare,South,0,1,4,Large,Indeed,8,81,4,2,,
2.99,Lower-tier,STEM,South,1,1,4,Medium,Handshake,3,14,0,0,,
2.79,Top-tier,STEM,South,2,2,3,Large,Handshake,6,28,2,1,,
3.55,Top-tier,STEM,Midwest,1,2,2,Small,LinkedIn,10,83,2,1,,
3.6,Lower-tier,STEM,Northeast,3,1,3,Large,Indeed,3,46,1,1,,
2.52,Lower-tier,Healthcare,Northeast,0,3,3,Small,Handshake,2,14,2,2,,
3.2,Mid-tier,STEM,South,0,5,5,Large,Handshake,4,24,1,1,,
4.0,Top-tier,Humanities,South,2,0,4,Large,Handshake,9,33,2,1,,
3.4,Lower-tier,Business,Midwest,3,2,2,Small,LinkedIn,7,18,2,2,,
3.28,Lower-tier,STEM,South,1,3,2,Large,LinkedIn,10,5,0,0,,
2.73,Lower-tier,STEM,Northeast,0,4,3,Large,LinkedIn,8,93,7,1,,
2.97,Lower-tier,STEM,Northeast,1,0,3,Medium,Handshake,6,48,2,2,,
3.35,Lower-tier,STEM,South,2,3,4,Medium,Indeed,2,14,0,0,,
3.82,Lower-tier,Business,Midwest,0,1,1,Large,Handshake,7,50,5,2,,
2.45,Top-tier,Healthcare,West,1,5,2,Large,LinkedIn,11,86,3,0,,
3.66,Mid-tier,STEM,South,1,3,5,Medium,LinkedIn,11,60,2,1,,
3.24,Top-tier,STEM,Northeast,3,3,1,Medium,LinkedIn,11,75,4,0,,
2.65,Mid-tier,Business,West,1,1,2,Small,LinkedIn,5,21,0,0,,
3.14,Lower-tier,Healthcare,West,2,3,3,Large,Indeed,11,207,8,3,,
3.14,Lower-tier,Healthcare,Northeast,0,4,0,Large,Handshake,11,9,1,0,,
2.8,Top-tier,Arts,Midwest,0,3,4,Medium,LinkedIn,9,118,7,1,,
2.89,Lower-tier,Humanities,Midwest,1,2,2,Large,Handshake,3,5,0,0,,
3.66,Lower-tier,Healthcare,Northeast,1,1,1,Large,LinkedIn,3,9,0,0,,
3.61,Mid-tier,Business,Midwest,2,0,5,Large,Handshake,3,21,1,1,,
3.46,Mid-tier,STEM,Northeast,1,5,2,Small,Handshake,3,18,0,0,,
3.72,Mid-tier,Humanities,South,1,1,4,Large,Handshake,11,73,2,1,,
3.12,Mid-tier,Business,Northeast,0,2,4,Large,Indeed,7,114,1,1,,
2.59,Lower-tier,Business,West,3,1,1,Medium,Indeed,9,109,4,1,,
3.33,Mid-tier,Humanities,West,1,2,2,Small,LinkedIn,10,63,1,0,,
3.36,Top-tier,STEM,South,1,3,1,Medium,Handshake,4,25,3,1,,
3.45,Mid-tier,STEM,Midwest,3,0,3,Medium,LinkedIn,6,59,2,2,,
3.51,Mid-tier,Arts,West,3,0,4,Small,Indeed,6,49,3,2,,
3.06,Mid-tier,Healthcare,Northeast,0,3,6,Medium,LinkedIn,10,103,3,2,,
3.01,Lower-tier,Healthcare,Midwest,1,1,1,Medium,Indeed,12,96,4,2,,
2.79,Mid-tier,Humanities,Northeast,2,2,4,Large,Indeed,3,28,0,0,,
2.86,Mid-tier,Healthcare,West,2,1,5,Medium,Handshake,4,19,4,1,,
3.07,Lower-tier,Business,South,0,2,3,Medium,LinkedIn,4,55,1,1,,
3.88,Top-tier,Business,Northeast,1,1,1,Small,LinkedIn,8,94,4,1,,
2.45,Mid-tier,STEM,South,0,1,4,Medium,Handshake,3,18,0,0,,
2.55,Mid-tier,Business,Northeast,2,1,6,Large,Indeed,3,54,0,0,,
3.52,Mid-tier,Healthcare,Northeast,2,4,2,Large,Handshake,7,46,4,0,,
3.31,Top-tier,STEM,Northeast,1,1,5,Large,LinkedIn,7,17,2,1,,
2.62,Mid-tier,STEM,West,4,2,6,Large,Indeed,6,39,0,0,,
3.73,Mid-tier,Business,South,1,2,3,Small,LinkedIn,10,46,3,3,,
2.91,Mid-tier,Business,Midwest,3,2,1,Medium,LinkedIn,5,32,2,1,,
2.66,Lower-tier,Arts,South,2,1,7,Medium,LinkedIn,4,48,2,0,,
2.72,Lower-tier,Humanities,West,1,2,3,Medium,LinkedIn,7,114,6,1,,
4.0,Mid-tier,Healthcare,Midwest,0,2,1,Medium,Indeed,11,247,11,3,,
3.54,Lower-tier,Business,West,0,4,2,Small,Indeed,8,81,2,1,,
2.86,Lower-tier,Business,Midwest,1,4,1,Large,LinkedIn,11,66,3,0,,
3.76,Mid-tier,STEM,South,0,1,2,Large,Handshake,6,52,2,1,,
3.34,Mid-tier,Humanities,Midwest,0,2,4,Large,LinkedIn,1,6,1,0,,
3.39,Mid-tier,Humanities,Northeast,3,0,2,Small,LinkedIn,7,26,2,2,,
3.68,Mid-tier,Humanities,Northeast,0,1,0,Large,Indeed,5,79,1,0,,
3.07,Mid-tier,STEM,South,1,2,2,Large,Indeed,4,42,0,0,,
3.07,Mid-tier,Humanities,West,1,0,1,Large,Handshake,9,55,4,0,,
3.37,Mid-tier,Business,Northeast,0,1,4,Large,LinkedIn,2,16,1,0,,
3.03,Lower-tier,Business,South,3,5,3,Large,Indeed,12,206,3,3,,
2.92,Mid-tier,Business,West,0,1,2,Small,Indeed,4,58,0,0,,
3.92,Mid-tier,STEM,West,2,1,3,Small,Indeed,5,37,0,0,,
2.7,Mid-tier,Business,South,1,2,2,Large,LinkedIn,1,12,1,0,,
3.5,Mid-tier,Humanities,South,0,2,2,Large,Handshake,2,10,2,1,,
2.97,Mid-tier,Business,West,4,6,4,Medium,Indeed,4,92,1,1,,
3.19,Mid-tier,Business,West,1,2,2,Small,LinkedIn,6,35,2,1,,
3.9,Lower-tier,STEM,West,1,2,9,Large,Indeed,3,75,3,1,,
3.56,Mid-tier,Humanities,Northeast,0,1,1,Medium,LinkedIn,1,5,0,0,,
3.07,Mid-tier,Humanities,West,1,2,5,Small,Indeed,12,140,1,0,,
3.1,Lower-tier,Business,South,3,2,3,Large,LinkedIn,6,48,2,1,,
3.63,Lower-tier,Healthcare,South,0,1,1,Medium,Handshake,7,17,0,0,,
3.01,Mid-tier,Business,Midwest,2,3,3,Large,LinkedIn,4,22,0,0,,
2.79,Mid-tier,Business,Midwest,1,4,2,Medium,Indeed,11,236,2,0,,
2.97,Mid-tier,Humanities,West,1,2,6,Large,Handshake,7,32,4,2,,
3.33,Lower-tier,Business,South,3,0,3,Medium,Indeed,3,40,0,0,,
3.41,Mid-tier,STEM,South,2,4,1,Medium,Handshake,3,31,2,2,,
2.99,Mid-tier,Business,South,0,3,5,Large,LinkedIn,12,118,2,0,,
3.2,Lower-tier,Business,West,0,2,5,Small,LinkedIn,1,5,1,0,,
3.74,Mid-tier,STEM,West,1,2,4,Large,Handshake,11,62,3,2,,
3.74,Mid-tier,Business,Midwest,0,0,2,Medium,LinkedIn,1,9,2,0,,
3.59,Mid-tier,STEM,Northeast,1,2,3,Medium,Indeed,5,80,1,0,,
3.21,Lower-tier,STEM,South,3,1,3,Medium,Indeed,9,154,3,1,,
4.0,Mid-tier,STEM,West,2,5,5,Large,LinkedIn,6,36,2,2,,
3.11,Top-tier,STEM,West,2,3,1,Small,LinkedIn,4,31,2,2,,
3.56,Mid-tier,Healthcare,South,0,3,2,Medium,LinkedIn,11,75,6,3,,
3.41,Lower-tier,STEM,Northeast,0,2,1,Medium,Indeed,4,46,0,0,,
3.06,Lower-tier,STEM,Northeast,0,2,4,Small,LinkedIn,9,40,2,2,,
3.39,Mid-tier,Business,South,1,1,5,Medium,Handshake,3,33,2,0,,
2.88,Top-tier,Arts,Midwest,3,1,5,Small,LinkedIn,5,30,2,1,,
2.82,Lower-tier,Humanities,Midwest,2,3,6,Large,Handshake,12,40,1,1,,
3.73,Mid-tier,STEM,West,1,3,2,Medium,LinkedIn,10,56,3,0,,
3.61,Top-tier,Business,Midwest,3,2,1,Small,LinkedIn,12,112,3,1,,
3.02,Mid-tier,STEM,West,1,0,4,Medium,Handshake,7,28,1,1,,
2.98,Mid-tier,Healthcare,South,1,1,4,Large,Handshake,8,34,2,0,,
2.35,Top-tier,Humanities,West,2,2,4,Large,LinkedIn,9,54,2,2,,
3.05,Mid-tier,STEM,West,1,3,2,Medium,Indeed,7,102,2,0,,
3.26,Lower-tier,Business,West,0,2,2,Small,Handshake,9,42,4,2,,
2.91,Mid-tier,Healthcare,West,0,2,5,Small,LinkedIn,12,170,8,1,,
3.0,Lower-tier,Business,South,0,2,2,Large,LinkedIn,10,78,3,2,,
3.22,Mid-tier,STEM,Northeast,0,1,3,Large,Indeed,3,64,4,2,,
3.9,Top-tier,Business,Northeast,2,1,2,Small,Indeed,5,103,1,0,,
3.74,Top-tier,Humanities,West,1,4,3,Medium,Handshake,12,5,2,2,,
3.59,Mid-tier,STEM,Midwest,2,3,2,Large,Indeed,9,108,2,0,,
3.29,Mid-tier,STEM,Midwest,2,2,1,Large,LinkedIn,8,36,2,1,,
3.51,Lower-tier,Business,West,1,4,4,Medium,LinkedIn,2,26,2,2,,
3.36,Mid-tier,Business,West,0,3,2,Large,LinkedIn,1,6,0,0,,
2.63,Lower-tier,STEM,South,0,1,0,Medium,LinkedIn,11,80,2,1,,
2.87,Lower-tier,STEM,South,1,1,4,Small,Handshake,11,64,6,2,,
2.74,Lower-tier,Humanities,Northeast,1,3,6,Large,Indeed,12,214,3,0,,
2.89,Lower-tier,Business,South,0,0,3,Medium,Handshake,5,30,2,0,,
3.54,Top-tier,STEM,Northeast,4,4,1,Large,Indeed,12,134,7,6,,
3.27,Mid-tier,Healthcare,Midwest,1,1,1,Large,Handshake,4,10,2,2,,
3.15,Lower-tier,Business,South,1,7,3,Medium,LinkedIn,2,12,0,0,,
2.79,Mid-tier,Business,Midwest,2,2,4,Medium,Handshake,6,48,4,0,,
2.79,Top-tier,Business,Northeast,4,1,4,Large,Handshake,12,14,1,0,,
2.93,Mid-tier,Humanities,Northeast,0,3,1,Large,Handshake,5,16,2,1,,
3.11,Mid-tier,STEM,West,0,0,6,Large,Handshake,4,20,2,1,,
2.98,Mid-tier,STEM,Midwest,2,4,2,Large,Handshake,9,61,3,0,,
3.5,Mid-tier,STEM,South,4,1,1,Large,LinkedIn,11,71,3,3,,
2.2,Lower-tier,STEM,South,4,0,4,Medium,Handshake,7,67,2,2,,
3.06,Mid-tier,Arts,Midwest,2,4,1,Medium,LinkedIn,11,49,3,1,,
3.32,Top-tier,Humanities,South,0,0,2,Small,Handshake,5,16,2,0,,
2.45,Mid-tier,STEM,West,0,7,3,Large,Indeed,12,164,6,4,,
3.57,Mid-tier,Business,Midwest,0,2,3,Medium,LinkedIn,7,75,2,2,,
3.12,Mid-tier,Business,Northeast,1,2,3,Medium,LinkedIn,4,57,1,0,,
3.86,Mid-tier,Humanities,South,1,1,0,Large,Handshake,12,120,7,4,,
3.92,Top-tier,Business,Northeast,1,2,2,Medium,Indeed,12,52,1,0,,
2.72,Mid-tier,Humanities,Midwest,0,0,1,Large,Handshake,5,25,2,1,,
2.37,Lower-tier,Humanities,Midwest,0,1,5,Medium,LinkedIn,9,27,3,0,,
3.22,Mid-tier,STEM,West,3,1,4,Small,Handshake,12,34,6,2,,
3.5,Lower-tier,Business,Northeast,0,1,4,Large,LinkedIn,6,8,0,0,,
2.89,Top-tier,Business,Midwest,2,3,4,Medium,LinkedIn,10,83,9,2,,
4.0,Mid-tier,STEM,West,2,2,3,Small,Handshake,11,69,4,3,,
2.58,Lower-tier,Business,West,0,1,2,Large,Handshake,1,5,2,2,,
4.0,Lower-tier,STEM,West,1,2,2,Large,Handshake,7,16,3,3,,
2.94,Mid-tier,Business,Northeast,4,3,3,Medium,Handshake,4,12,2,1,,
2.48,Mid-tier,Healthcare,Midwest,1,3,3,Medium,Handshake,1,5,0,0,,
3.09,Mid-tier,STEM,West,2,4,2,Large,Indeed,10,128,7,5,,
3.76,Lower-tier,STEM,Northeast,0,2,5,Medium,LinkedIn,9,117,5,1,,
3.63,Mid-tier,Healthcare,Midwest,1,5,3,Large,Handshake,1,7,1,0,,
2.57,Mid-tier,STEM,West,3,0,2,Medium,Handshake,3,27,2,2,,
2.89,Lower-tier,STEM,Northeast,1,2,1,Small,Handshake,12,20,2,2,,
3.33,Mid-tier,STEM,Northeast,0,1,0,Large,Handshake,11,80,5,0,,
2.63,Lower-tier,STEM,South,2,3,7,Medium,Indeed,2,22,0,0,,
3.48,Lower-tier,Business,Northeast,1,2,1,Medium,LinkedIn,1,17,0,0,,
3.38,Lower-tier,Business,West,0,2,4,Large,LinkedIn,5,33,1,0,,
3.24,Mid-tier,Humanities,Midwest,0,2,4,Large,LinkedIn,12,52,1,0,,
3.42,Lower-tier,STEM,West,2,3,3,Medium,LinkedIn,9,70,2,0,,
3.16,Mid-tier,Healthcare,Northeast,0,2,2,Large,LinkedIn,11,75,4,2,,
3.23,Mid-tier,STEM,West,0,3,2,Large,LinkedIn,5,41,1,0,,
3.47,Top-tier,Humanities,Midwest,2,2,4,Medium,Handshake,7,33,2,1,,
2.95,Mid-tier,Humanities,South,1,3,1,Large,Indeed,7,81,0,0,,
2.56,Top-tier,STEM,West,0,3,0,Small,Handshake,10,93,7,2,,
3.36,Mid-tier,Humanities,West,0,2,4,Medium,LinkedIn,6,48,3,1,,
3.68,Top-tier,Humanities,Midwest,1,2,5,Medium,Handshake,1,7,0,0,,
3.13,Mid-tier,STEM,West,0,4,4,Large,LinkedIn,3,29,1,0,,
2.97,Mid-tier,Healthcare,Northeast,2,3,1,Large,Handshake,4,10,2,1,,
3.2,Top-tier,Humanities,West,0,0,1,Large,LinkedIn,5,70,4,3,,
3.15,Lower-tier,Business,Midwest,0,4,3,Medium,LinkedIn,8,80,4,2,,
3.08,Mid-tier,Healthcare,Midwest,2,1,2,Large,Handshake,5,9,0,0,,
3.09,Lower-tier,STEM,Midwest,2,4,1,Medium,Handshake,6,36,2,1,,
3.16,Mid-tier,Business,West,1,2,1,Small,Handshake,11,36,3,0,,
3.25,Top-tier,Humanities,South,1,1,4,Small,Handshake,8,30,2,1,,
3.57,Mid-tier,STEM,West,2,4,3,Large,Handshake,3,22,2,2,,
2.64,Mid-tier,Business,South,1,2,1,Large,Handshake,10,26,3,2,,
2.46,Lower-tier,Business,South,2,2,4,Medium,LinkedIn,10,5,2,1,,
3.72,Lower-tier,STEM,West,2,1,4,Small,Indeed,11,97,0,0,,
