GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received
3.21,Mid-tier,STEM,Midwest,1,3,5,Medium,Indeed,11,122,3,2,1
3.42,Mid-tier,Business,Northeast,1,3,2,Medium,LinkedIn,9,145,2,0,0
3.03,Mid-tier,Humanities,South,1,1,3,Large,Indeed,8,101,0,0,0
3.46,Top-tier,STEM,Northeast,1,2,6,Small,LinkedIn,1,7,0,0,0
3.54,Lower-tier,Healthcare,South,2,1,1,Small,LinkedIn,7,44,1,1,0
2.97,Mid-tier,Healthcare,Northeast,1,4,2,Medium,Handshake,8,37,4,0,0
2.93,Mid-tier,STEM,South,1,1,2,Small,Handshake,3,11,2,2,1
3.42,Mid-tier,STEM,Northeast,3,0,4,Medium,Indeed,9,192,4,2,0
3.04,Mid-tier,Arts,South,0,3,4,Medium,Handshake,9,60,6,3,0
3.31,Mid-tier,Healthcare,South,2,3,3,Large,Handshake,5,37,3,0,0
3.78,Mid-tier,STEM,Midwest,2,2,5,Large,LinkedIn,11,119,4,4,1
3.22,Top-tier,Healthcare,South,0,2,0,Medium,Indeed,5,87,3,3,1
3.02,Lower-tier,Business,South,0,0,5,Small,Handshake,3,15,1,0,0
3.11,Top-tier,Business,Northeast,2,2,1,Medium,LinkedIn,7,49,2,0,0
3.2,Mid-tier,Business,West,0,1,4,Small,LinkedIn,6,21,1,0,0
3.35,Mid-tier,Humanities,Midwest,1,3,3,Small,Handshake,10,71,8,3,0
3.91,Mid-tier,Business,Midwest,1,4,5,Medium,LinkedIn,7,46,2,0,0
3.85,Mid-tier,Business,West,2,3,4,Medium,Indeed,7,107,5,4,1
3.55,Mid-tier,Business,South,2,1,1,Medium,Indeed,4,57,3,3,1
3.46,Mid-tier,STEM,Midwest,0,3,3,Medium,Indeed,8,174,5,4,1
3.27,Mid-tier,Healthcare,South,2,2,4,Small,Indeed,3,53,2,1,1
2.98,Top-tier,Healthcare,Northeast,2,1,0,Large,Handshake,10,26,2,0,0
3.46,Mid-tier,Business,Northeast,1,4,3,Large,LinkedIn,7,57,1,0,0
3.59,Mid-tier,Business,West,1,2,3,Medium,Indeed,11,179,1,1,0
2.93,Mid-tier,Business,Midwest,1,3,1,Medium,LinkedIn,6,36,0,0,0
3.04,Mid-tier,Business,Midwest,0,2,3,Medium,LinkedIn,7,75,1,1,0
3.26,Lower-tier,STEM,West,1,2,4,Large,LinkedIn,1,5,0,0,0
3.08,Mid-tier,Healthcare,Northeast,1,0,3,Large,Handshake,4,5,0,0,0
2.14,Mid-tier,Humanities,Northeast,0,5,3,Large,LinkedIn,3,24,0,0,0
3.68,Mid-tier,STEM,Northeast,0,2,5,Small,Handshake,9,24,3,1,0
4.0,Lower-tier,Humanities,South,3,2,3,Medium,Indeed,11,137,3,2,1
2.88,Lower-tier,Business,West,0,2,3,Large,LinkedIn,3,40,4,1,0
2.94,Mid-tier,STEM,Northeast,1,1,4,Large,LinkedIn,9,90,6,2,0
3.16,Mid-tier,Healthcare,Midwest,1,3,4,Large,Handshake,10,51,5,1,0
2.95,Lower-tier,Business,Northeast,1,1,5,Large,LinkedIn,2,22,2,2,1
3.51,Mid-tier,Humanities,Midwest,0,2,1,Large,Handshake,11,34,6,3,0
3.59,Top-tier,STEM,South,2,1,5,Large,LinkedIn,6,23,2,0,0
2.97,Top-tier,STEM,West,3,3,3,Medium,LinkedIn,12,80,5,5,1
3.3,Mid-tier,Humanities,South,0,1,6,Large,LinkedIn,9,61,2,2,0
3.16,Mid-tier,STEM,Midwest,3,2,5,Small,LinkedIn,12,74,1,0,0
3.41,Lower-tier,Humanities,Northeast,3,0,3,Large,Indeed,10,158,7,5,1
3.7,Mid-tier,STEM,South,2,3,3,Medium,LinkedIn,11,47,3,3,1
2.79,Lower-tier,Business,South,1,0,6,Large,LinkedIn,10,80,3,2,0
3.44,Mid-tier,Business,Midwest,0,2,1,Medium,LinkedIn,5,44,2,1,1
2.78,Mid-tier,Arts,West,3,4,4,Medium,LinkedIn,2,12,1,1,0
3.88,Lower-tier,STEM,West,0,3,6,Small,Handshake,5,12,2,2,1
2.95,Top-tier,Healthcare,South,0,1,1,Medium,Handshake,3,8,1,0,0
2.76,Lower-tier,Humanities,Midwest,2,3,4,Medium,LinkedIn,12,184,8,4,1
3.3,Lower-tier,STEM,Midwest,3,1,5,Medium,Indeed,1,9,0,0,0
2.66,Lower-tier,Arts,South,2,2,5,Large,Handshake,11,5,2,2,1
3.17,Mid-tier,Humanities,South,0,0,3,Medium,LinkedIn,8,30,1,0,0
3.2,Mid-tier,Business,Northeast,3,6,2,Medium,LinkedIn,12,74,3,3,1
2.74,Mid-tier,Humanities,South,0,2,3,Medium,Indeed,11,93,0,0,0
3.55,Mid-tier,STEM,Midwest,0,1,2,Large,LinkedIn,5,55,1,1,0
3.6,Lower-tier,Healthcare,Midwest,1,1,5,Medium,Handshake,1,7,1,0,0
3.37,Mid-tier,STEM,South,1,2,7,Small,Indeed,2,32,2,1,1
2.9,Lower-tier,Business,Midwest,1,4,4,Large,LinkedIn,2,21,0,0,0
3.5,Lower-tier,Business,West,2,0,3,Small,Indeed,11,99,3,2,1
3.18,Mid-tier,Business,Midwest,1,2,2,Large,Handshake,5,31,5,1,0
3.64,Lower-tier,Business,Northeast,2,1,4,Large,Indeed,9,139,1,0,0
3.15,Lower-tier,Business,Midwest,1,2,4,Large,LinkedIn,11,97,3,1,0
2.85,Mid-tier,STEM,Northeast,2,1,0,Medium,Indeed,10,196,4,2,0
2.89,Mid-tier,STEM,South,2,2,6,Large,LinkedIn,1,8,0,0,0
3.58,Top-tier,STEM,West,0,8,2,Small,Handshake,1,7,0,0,0
3.26,Mid-tier,Business,West,0,0,3,Medium,Handshake,12,14,2,0,0
3.16,Mid-tier,Healthcare,Northeast,0,1,5,Medium,Indeed,9,79,1,0,0
3.5,Lower-tier,STEM,Northeast,2,3,2,Large,LinkedIn,5,55,2,1,0
2.78,Top-tier,Humanities,Northeast,0,2,5,Large,LinkedIn,11,89,4,2,1
2.56,Lower-tier,Healthcare,Northeast,2,3,4,Medium,LinkedIn,6,44,2,0,0
3.64,Mid-tier,Business,West,3,3,4,Medium,Handshake,11,60,3,1,1
3.68,Mid-tier,STEM,Northeast,1,2,3,Small,LinkedIn,8,38,0,0,0
3.09,Mid-tier,Humanities,Northeast,3,2,4,Small,LinkedIn,6,68,1,1,0
3.6,Lower-tier,Healthcare,Northeast,2,3,2,Large,Handshake,11,58,7,2,0
3.46,Mid-tier,STEM,Northeast,2,0,4,Large,Handshake,12,118,10,5,0
3.18,Lower-tier,Arts,West,0,3,2,Medium,Handshake,8,45,2,2,1
2.09,Mid-tier,STEM,Midwest,1,0,5,Large,Handshake,7,43,2,0,0
3.57,Top-tier,STEM,South,3,1,2,Medium,LinkedIn,12,80,3,2,1
3.52,Mid-tier,STEM,South,2,2,5,Medium,Handshake,4,36,2,1,0
3.47,Lower-tier,Healthcare,West,1,3,5,Large,Handshake,11,42,2,2,1
2.58,Mid-tier,STEM,Northeast,1,0,3,Medium,LinkedIn,1,5,0,0,0
4.0,Mid-tier,STEM,Northeast,0,2,2,Medium,LinkedIn,12,86,2,2,1
3.17,Mid-tier,Humanities,West,3,2,1,Large,Handshake,7,72,3,3,1
3.35,Mid-tier,Healthcare,Midwest,2,0,3,Medium,Indeed,4,75,3,1,0
2.7,Mid-tier,STEM,Midwest,2,1,2,Large,LinkedIn,9,58,3,1,1
3.04,Top-tier,Business,South,1,2,6,Small,LinkedIn,9,75,4,2,1
3.21,Mid-tier,STEM,South,3,2,3,Medium,LinkedIn,1,11,0,0,0
3.32,Mid-tier,Humanities,West,0,3,4,Large,Indeed,3,34,1,1,0
3.36,Top-tier,Humanities,West,1,1,2,Large,Handshake,5,20,4,0,0
2.58,Lower-tier,Business,South,2,1,0,Large,Handshake,8,54,6,2,0
3.78,Top-tier,Business,South,1,6,2,Large,LinkedIn,9,79,3,3,1
3.57,Mid-tier,Business,Northeast,2,1,0,Small,Indeed,8,124,2,2,1
2.91,Mid-tier,Business,West,0,1,1,Large,Handshake,5,40,2,0,0
3.44,Lower-tier,STEM,Midwest,1,3,4,Large,LinkedIn,2,29,0,0,0
3.21,Mid-tier,STEM,South,2,1,2,Large,Handshake,1,6,1,1,0
3.17,Mid-tier,Business,West,1,2,2,Medium,LinkedIn,1,12,1,0,0
4.0,Mid-tier,STEM,West,1,1,3,Small,Handshake,5,28,0,0,0
3.39,Mid-tier,Business,South,1,1,1,Medium,LinkedIn,1,15,0,0,0
2.76,Mid-tier,Healthcare,West,2,2,6,Large,LinkedIn,1,5,2,2,1
3.06,Top-tier,Business,Midwest,3,1,3,Large,LinkedIn,6,49,2,2,0
3.43,Mid-tier,STEM,West,2,2,4,Medium,Handshake,9,48,3,2,1
2.91,Mid-tier,STEM,West,1,3,11,Medium,Indeed,11,214,2,1,0
3.17,Top-tier,Business,South,3,2,2,Medium,Handshake,4,30,2,0,0
3.74,Mid-tier,STEM,Northeast,2,0,6,Medium,Indeed,11,130,2,0,0
2.88,Mid-tier,Healthcare,West,1,1,3,Small,Handshake,3,5,0,0,0
3.6,Mid-tier,Healthcare,South,2,1,1,Medium,Indeed,3,46,2,2,1
3.11,Mid-tier,STEM,Midwest,0,1,1,Large,Handshake,3,9,1,0,0
3.39,Mid-tier,STEM,West,1,4,6,Medium,Handshake,12,72,7,4,0
3.05,Lower-tier,Business,Northeast,2,2,5,Large,Handshake,3,17,2,2,1
3.63,Mid-tier,STEM,Midwest,1,1,7,Medium,LinkedIn,8,97,5,0,0
3.09,Mid-tier,Business,Northeast,2,0,4,Large,Indeed,3,43,0,0,0
2.64,Lower-tier,Humanities,South,1,2,4,Large,LinkedIn,4,42,3,0,0
3.17,Lower-tier,STEM,South,2,0,3,Large,LinkedIn,4,44,1,1,0
2.99,Top-tier,Business,Northeast,0,2,3,Medium,LinkedIn,6,60,3,1,0
2.86,Mid-tier,Business,South,1,1,3,Small,Handshake,3,17,3,0,0
3.73,Lower-tier,STEM,Northeast,1,5,5,Large,Handshake,7,19,0,0,0
3.24,Mid-tier,Humanities,West,1,3,3,Large,Handshake,7,19,2,2,1
3.23,Mid-tier,Business,West,3,1,7,Large,Indeed,5,65,4,1,1
3.38,Mid-tier,STEM,West,1,2,2,Large,LinkedIn,11,132,2,2,1
3.32,Mid-tier,Healthcare,South,1,2,2,Small,Handshake,2,7,1,0,0
3.75,Mid-tier,STEM,West,0,3,5,Large,Indeed,10,130,0,0,0
3.72,Mid-tier,Business,Midwest,1,1,3,Medium,LinkedIn,12,38,3,1,0
3.37,Lower-tier,Business,Northeast,0,4,1,Medium,Handshake,12,32,1,0,0
3.3,Mid-tier,Business,Northeast,2,4,3,Medium,Indeed,8,88,1,0,0
3.39,Lower-tier,STEM,South,0,5,0,Large,Handshake,11,67,3,1,1
3.35,Top-tier,Humanities,South,0,2,2,Medium,LinkedIn,6,58,2,0,0
2.98,Lower-tier,Business,South,0,2,5,Large,LinkedIn,6,29,0,0,0
3.0,Mid-tier,Humanities,Midwest,0,4,4,Medium,Indeed,4,100,1,0,0
2.96,Lower-tier,Business,Midwest,4,3,1,Large,LinkedIn,12,28,2,2,1
3.19,Mid-tier,Humanities,South,1,0,3,Small,Handshake,5,43,3,2,0
3.35,Mid-tier,Business,Midwest,2,0,1,Large,LinkedIn,9,100,8,4,0
3.06,Lower-tier,STEM,West,0,1,5,Medium,Indeed,12,116,1,0,0
2.42,Lower-tier,Healthcare,West,2,2,4,Large,Handshake,11,56,10,2,0
3.29,Mid-tier,STEM,Northeast,1,1,6,Medium,LinkedIn,11,62,4,3,1
3.45,Lower-tier,STEM,Northeast,0,3,6,Medium,Handshake,10,61,3,1,1
3.25,Lower-tier,Humanities,West,1,0,4,Large,LinkedIn,10,11,2,1,1
2.96,Mid-tier,Business,West,2,3,1,Small,Handshake,9,39,2,1,1
2.13,Lower-tier,Humanities,West,1,4,4,Small,Handshake,9,43,2,0,0
3.67,Top-tier,STEM,West,0,2,2,Small,LinkedIn,2,29,1,0,0
2.82,Mid-tier,STEM,West,2,1,1,Small,Indeed,5,54,0,0,0
3.34,Mid-tier,STEM,Midwest,1,1,2,Large,LinkedIn,2,23,1,0,0
3.28,Lower-tier,STEM,South,3,0,2,Medium,Handshake,3,14,2,0,0
3.03,Top-tier,Business,West,0,1,5,Large,LinkedIn,5,23,0,0,0
3.27,Mid-tier,STEM,Northeast,0,3,3,Large,Indeed,12,5,0,0,0
2.8,Lower-tier,Business,West,3,3,1,Large,LinkedIn,5,27,0,0,0
3.72,Mid-tier,STEM,Midwest,3,3,3,Medium,Indeed,10,105,1,0,0
2.94,Top-tier,Arts,West,1,2,5,Small,LinkedIn,9,58,1,1,0
2.52,Top-tier,Healthcare,South,1,3,2,Large,LinkedIn,4,19,2,1,1
3.1,Mid-tier,Business,Midwest,0,3,6,Large,Indeed,3,22,0,0,0
3.24,Lower-tier,Healthcare,South,1,2,5,Large,Indeed,7,92,5,1,1
3.29,Lower-tier,STEM,South,0,3,1,Large,Indeed,1,7,0,0,0
3.09,Lower-tier,Humanities,Northeast,1,4,5,Large,LinkedIn,4,36,2,1,0
3.24,Mid-tier,Healthcare,Midwest,1,1,1,Small,Handshake,8,61,4,2,1
4.0,Lower-tier,STEM,Midwest,3,5,3,Large,Indeed,4,66,3,3,1
2.45,Lower-tier,Humanities,West,1,2,5,Large,Indeed,7,117,2,0,0
3.38,Lower-tier,Business,Midwest,1,3,3,Medium,Handshake,4,22,2,1,1
3.84,Top-tier,STEM,South,4,0,6,Small,LinkedIn,11,42,3,3,1
3.77,Mid-tier,Healthcare,Midwest,1,0,4,Medium,Indeed,10,105,2,1,0
3.8,Lower-tier,Arts,West,1,4,2,Medium,LinkedIn,6,47,2,0,0
3.25,Lower-tier,Business,Northeast,3,2,1,Large,LinkedIn,8,85,5,3,0
3.49,Lower-tier,Humanities,South,3,2,3,Medium,LinkedIn,4,36,2,1,0
3.45,Mid-tier,STEM,West,1,7,5,Small,Handshake,3,8,0,0,0
2.64,Mid-tier,Business,Midwest,0,0,4,Medium,Indeed,1,16,0,0,0
3.3,Lower-tier,Humanities,South,0,3,4,Large,Handshake,8,37,2,0,0
2.93,Mid-tier,Arts,Northeast,0,4,4,Medium,Handshake,4,17,3,1,0
2.96,Mid-tier,Business,Northeast,2,2,2,Medium,LinkedIn,3,38,0,0,0
3.78,Mid-tier,Business,Midwest,3,0,1,Large,Indeed,8,125,1,1,0
3.44,Mid-tier,STEM,West,0,1,3,Medium,Handshake,6,5,0,0,0
2.78,Mid-tier,Business,South,1,4,5,Large,Indeed,11,165,2,1,0
3.54,Mid-tier,Business,West,0,2,5,Small,LinkedIn,12,76,3,1,1
3.35,Mid-tier,Humanities,Midwest,0,4,6,Large,Handshake,7,25,2,0,0
3.44,Top-tier,Arts,Northeast,3,3,1,Medium,Handshake,10,26,2,2,1
3.59,Lower-tier,STEM,West,2,2,5,Large,Handshake,2,14,1,0,0
3.72,Lower-tier,Healthcare,Midwest,1,0,3,Medium,Handshake,11,18,2,1,1
2.92,Top-tier,Humanities,Midwest,1,0,1,Medium,LinkedIn,11,62,2,2,1
2.75,Top-tier,Business,Midwest,2,1,1,Small,LinkedIn,4,48,2,2,1
2.96,Mid-tier,Business,West,1,1,3,Medium,LinkedIn,11,29,2,1,0
3.01,Mid-tier,Business,West,1,3,2,Large,Indeed,4,28,0,0,0
3.4,Mid-tier,Business,Midwest,4,4,3,Large,LinkedIn,8,74,4,2,1
3.1,Lower-tier,Business,Northeast,1,2,1,Medium,Indeed,10,170,3,1,0
3.86,Mid-tier,Healthcare,Northeast,0,1,2,Medium,Indeed,2,28,1,0,0
3.74,Mid-tier,Healthcare,Midwest,1,1,2,Medium,LinkedIn,9,85,4,2,1
3.53,Mid-tier,Humanities,South,0,1,3,Medium,LinkedIn,9,87,4,3,1
2.55,Mid-tier,Healthcare,Midwest,1,2,1,Small,Indeed,3,35,0,0,0
3.75,Mid-tier,Humanities,Midwest,2,1,1,Large,LinkedIn,4,44,3,1,1
3.61,Lower-tier,STEM,West,0,2,4,Medium,LinkedIn,4,44,3,3,1
3.51,Mid-tier,Humanities,South,1,0,1,Medium,LinkedIn,8,52,2,0,0
3.94,Lower-tier,STEM,Northeast,1,8,3,Medium,Handshake,4,7,2,2,1
2.9,Lower-tier,Business,Midwest,3,1,1,Medium,Indeed,2,45,3,1,1
3.54,Top-tier,Business,South,1,1,2,Large,LinkedIn,6,46,3,1,1
3.24,Lower-tier,STEM,West,1,2,1,Large,LinkedIn,8,94,7,3,0
3.0,Lower-tier,STEM,Midwest,1,2,6,Large,LinkedIn,5,35,3,1,0
3.25,Mid-tier,Business,Midwest,2,3,4,Medium,LinkedIn,11,100,6,3,0
3.4,Mid-tier,Humanities,Midwest,0,0,3,Large,Indeed,7,96,4,1,1
3.37,Mid-tier,Arts,Northeast,0,2,2,Small,Handshake,2,14,1,0,0
3.43,Mid-tier,STEM,Northeast,1,2,3,Medium,Handshake,6,17,0,0,0
2.47,Lower-tier,Business,Midwest,3,3,4,Medium,LinkedIn,3,28,2,2,1
3.64,Mid-tier,STEM,Midwest,0,3,4,Small,Handshake,9,15,1,1,0
2.47,Top-tier,Humanities,Midwest,3,1,6,Small,Handshake,8,41,3,1,1
2.67,Lower-tier,STEM,South,1,6,4,Medium,LinkedIn,7,85,4,1,1
2.74,Lower-tier,STEM,South,0,0,7,Large,Handshake,11,20,0,0,0
3.2,Mid-tier,STEM,South,0,2,1,Medium,Handshake,10,55,2,1,1
3.15,Lower-tier,STEM,West,4,0,2,Large,LinkedIn,9,31,2,2,1
3.15,Mid-tier,Business,Midwest,0,2,2,Large,Indeed,2,23,0,0,0
3.32,Mid-tier,Business,West,2,2,1,Medium,LinkedIn,6,59,0,0,0
2.95,Lower-tier,STEM,South,3,0,3,Large,Indeed,1,12,2,1,1
3.06,Mid-tier,Humanities,South,2,1,3,Large,LinkedIn,7,60,3,0,0
2.88,Mid-tier,Business,South,0,3,3,Medium,Indeed,11,137,1,0,0
2.61,Mid-tier,Healthcare,West,0,1,2,Small,Handshake,4,19,2,2,1
3.41,Lower-tier,Arts,West,0,5,3,Medium,Handshake,4,26,1,0,0
3.47,Mid-tier,STEM,Midwest,0,2,3,Small,Handshake,10,40,3,3,1
3.62,Mid-tier,STEM,West,2,0,5,Small,Indeed,8,96,0,0,0
3.49,Lower-tier,Business,Northeast,2,1,1,Medium,Indeed,10,85,0,0,0
2.94,Lower-tier,STEM,Midwest,1,2,4,Large,LinkedIn,5,16,0,0,0
2.99,Mid-tier,Business,Midwest,1,0,2,Small,Handshake,9,12,1,0,0
3.4,Mid-tier,Healthcare,Midwest,0,1,2,Medium,Indeed,8,50,0,0,0
3.28,Top-tier,Humanities,Northeast,4,2,6,Medium,Handshake,2,8,2,1,1
2.95,Top-tier,Business,Midwest,2,5,3,Medium,LinkedIn,2,18,2,1,1
3.06,Lower-tier,STEM,West,1,3,4,Large,Indeed,1,12,1,1,0
2.88,Mid-tier,Arts,South,0,1,2,Small,LinkedIn,3,28,1,1,0
2.37,Mid-tier,Business,West,0,2,3,Small,LinkedIn,11,86,3,1,0
2.66,Mid-tier,Business,Northeast,1,0,5,Large,LinkedIn,8,85,0,0,0
3.06,Lower-tier,STEM,South,0,2,2,Large,Handshake,3,8,0,0,0
3.52,Lower-tier,Business,West,2,3,4,Medium,Handshake,7,45,6,3,0
3.66,Lower-tier,Healthcare,West,0,0,4,Large,Indeed,10,100,0,0,0
3.88,Lower-tier,STEM,Northeast,2,3,4,Medium,Indeed,6,53,1,0,0
3.48,Top-tier,Arts,Midwest,3,2,1,Large,LinkedIn,4,17,2,2,1
3.12,Mid-tier,Business,South,0,2,2,Medium,Indeed,11,82,5,5,1
2.41,Lower-tier,Humanities,West,0,2,1,Medium,Indeed,3,25,0,0,0
3.15,Mid-tier,Healthcare,Midwest,0,3,1,Medium,Handshake,8,20,0,0,0
3.62,Lower-tier,Business,West,1,0,3,Large,LinkedIn,5,66,2,1,1
3.05,Top-tier,STEM,Northeast,2,2,3,Medium,Handshake,8,72,5,4,0
3.59,Mid-tier,STEM,South,2,1,4,Large,Indeed,6,78,4,1,1
3.4,Lower-tier,Humanities,Northeast,3,5,3,Medium,Indeed,2,25,2,2,1
3.3,Mid-tier,Business,West,0,2,3,Large,LinkedIn,5,50,3,1,0
3.73,Lower-tier,STEM,Midwest,1,3,3,Large,Handshake,2,5,1,1,0
3.92,Top-tier,Business,South,0,4,6,Large,Handshake,1,6,2,2,1
2.84,Top-tier,Healthcare,Northeast,2,2,1,Small,Indeed,8,80,2,1,1
3.29,Mid-tier,STEM,Midwest,1,1,0,Large,Indeed,5,93,4,1,1
3.15,Top-tier,Humanities,West,0,4,5,Small,Handshake,6,18,2,0,0
3.16,Mid-tier,Humanities,South,0,2,1,Small,Handshake,3,21,1,0,0
3.3,Mid-tier,Business,South,3,2,2,Medium,Handshake,1,5,1,1,0
2.97,Mid-tier,STEM,Midwest,0,3,4,Medium,LinkedIn,2,12,0,0,0
2.94,Mid-tier,STEM,West,2,1,1,Small,LinkedIn,7,49,2,1,0
3.18,Lower-tier,Business,West,0,1,4,Large,LinkedIn,3,21,1,0,0
3.31,Lower-tier,Healthcare,West,0,3,2,Medium,LinkedIn,4,43,1,0,0
3.42,Lower-tier,Business,Midwest,4,3,2,Large,Indeed,2,14,2,2,1
3.25,Lower-tier,Healthcare,Midwest,0,0,5,Small,Handshake,3,34,2,2,1
3.75,Mid-tier,STEM,Midwest,3,1,2,Medium,Indeed,6,90,4,2,1
3.26,Mid-tier,Business,Midwest,2,1,3,Small,LinkedIn,6,47,4,0,0
3.65,Top-tier,Humanities,Northeast,0,2,3,Medium,Handshake,3,12,1,0,0
2.78,Mid-tier,STEM,Northeast,1,3,2,Large,LinkedIn,4,40,2,0,0
3.14,Mid-tier,STEM,South,1,1,1,Large,LinkedIn,5,57,1,0,0
2.92,Lower-tier,STEM,Midwest,2,3,3,Large,Indeed,11,150,1,1,0
3.11,Lower-tier,Humanities,Northeast,2,3,5,Medium,Handshake,5,45,5,1,0
3.18,Mid-tier,Business,West,2,3,2,Large,Handshake,5,32,3,0,0
3.46,Top-tier,Business,West,3,1,3,Medium,LinkedIn,4,10,0,0,0
2.69,Top-tier,Business,South,2,3,5,Small,Indeed,5,12,2,1,1
2.83,Lower-tier,STEM,South,2,4,2,Large,LinkedIn,10,61,4,1,1
3.35,Mid-tier,Business,Northeast,2,0,4,Large,LinkedIn,12,124,3,1,1
2.54,Mid-tier,Healthcare,West,1,2,4,Medium,Handshake,10,46,3,3,1
3.1,Top-tier,Healthcare,Northeast,2,4,4,Small,Handshake,6,42,3,1,0
2.87,Mid-tier,Business,South,1,2,1,Large,LinkedIn,12,52,2,1,0
3.38,Top-tier,Healthcare,Midwest,0,1,4,Small,Indeed,4,60,2,1,0
3.16,Mid-tier,Healthcare,Northeast,1,1,3,Large,Handshake,10,41,1,1,0
3.59,Mid-tier,STEM,South,0,1,3,Small,LinkedIn,4,16,0,0,0
2.68,Mid-tier,Business,West,0,2,1,Medium,LinkedIn,8,56,2,0,0
3.52,Mid-tier,Healthcare,Northeast,1,2,4,Medium,LinkedIn,5,62,2,2,1
3.08,Top-tier,STEM,Northeast,2,0,2,Medium,LinkedIn,10,113,5,2,0
3.21,Mid-tier,STEM,Midwest,1,4,4,Large,LinkedIn,3,36,2,2,1
3.43,Mid-tier,Humanities,West,2,2,1,Large,Indeed,8,101,3,2,0
2.87,Lower-tier,STEM,Northeast,0,1,2,Large,Handshake,2,18,3,1,0
3.16,Mid-tier,STEM,South,2,1,2,Small,LinkedIn,11,75,5,2,0
3.61,Mid-tier,Business,South,1,1,5,Medium,LinkedIn,12,62,1,1,0
3.7,Mid-tier,Healthcare,South,1,2,2,Medium,Indeed,11,220,8,1,1
3.22,Mid-tier,STEM,Northeast,1,1,2,Large,Indeed,6,108,2,1,0
3.41,Lower-tier,Humanities,West,2,0,4,Small,Handshake,11,49,5,1,0
2.92,Lower-tier,STEM,Northeast,1,0,6,Large,Handshake,4,24,0,0,0
2.97,Mid-tier,Business,Northeast,0,2,4,Small,Handshake,5,13,2,1,1
3.31,Lower-tier,STEM,West,1,4,3,Small,Handshake,9,55,5,2,0
2.92,Top-tier,Business,South,5,5,3,Medium,LinkedIn,1,9,2,1,1
3.04,Lower-tier,STEM,West,0,1,1,Medium,LinkedIn,1,11,0,0,0
3.0,Mid-tier,Healthcare,West,2,0,2,Large,Indeed,6,33,1,0,0
3.07,Mid-tier,STEM,Northeast,1,1,5,Large,LinkedIn,1,6,1,0,0
3.64,Mid-tier,STEM,Midwest,1,5,2,Large,Handshake,4,27,2,2,0
3.15,Mid-tier,STEM,West,2,3,5,Large,Indeed,10,90,4,3,1
3.83,Top-tier,Humanities,South,2,1,4,Small,LinkedIn,8,44,1,1,0
3.47,Mid-tier,Humanities,West,2,1,2,Medium,Indeed,6,66,1,1,0
3.57,Mid-tier,Business,West,3,2,3,Medium,LinkedIn,1,6,2,2,1
3.18,Mid-tier,Business,Midwest,0,5,4,Large,Handshake,10,65,2,2,0
3.39,Mid-tier,STEM,West,2,2,1,Large,Indeed,7,66,1,0,0
3.77,Lower-tier,Business,Midwest,0,2,5,Large,Handshake,11,69,6,1,0
2.42,Mid-tier,Business,Northeast,2,1,4,Medium,LinkedIn,3,19,0,0,0
3.74,Lower-tier,Arts,Midwest,2,1,5,Small,Handshake,7,5,2,2,1
2.97,Mid-tier,Healthcare,Midwest,1,1,4,Large,Indeed,8,105,2,0,0
2.33,Mid-tier,Healthcare,Northeast,1,3,3,Small,Handshake,6,33,4,1,0
3.46,Mid-tier,Healthcare,South,1,1,2,Medium,LinkedIn,2,14,2,2,1
3.29,Mid-tier,Business,West,1,2,1,Large,LinkedIn,2,5,0,0,0
2.79,Mid-tier,Humanities,South,0,5,1,Large,LinkedIn,5,53,4,2,0
3.69,Mid-tier,Healthcare,West,1,2,4,Medium,LinkedIn,9,36,2,1,1
3.07,Mid-tier,STEM,Midwest,1,0,2,Large,Indeed,12,146,4,1,0
3.05,Mid-tier,Healthcare,Midwest,0,1,1,Small,Indeed,4,61,2,0,0
3.43,Lower-tier,Business,Northeast,3,0,3,Large,LinkedIn,2,31,2,2,1
3.34,Lower-tier,STEM,Midwest,0,0,2,Medium,LinkedIn,1,11,1,0,0
3.54,Lower-tier,Arts,Northeast,0,5,4,Small,Handshake,10,81,6,1,0
2.95,Mid-tier,Healthcare,West,1,1,3,Medium,Handshake,7,57,3,2,0
2.96,Lower-tier,Business,Northeast,1,2,4,Large,LinkedIn,1,11,0,0,0
3.11,Lower-tier,Business,Midwest,2,3,2,Large,LinkedIn,5,29,1,1,0
3.19,Mid-tier,STEM,West,1,3,3,Medium,Handshake,11,25,2,2,1
3.52,Mid-tier,STEM,Midwest,0,4,4,Small,Handshake,5,20,2,1,1
3.54,Lower-tier,STEM,West,0,2,4,Large,Handshake,6,45,2,1,0
3.1,Mid-tier,Business,Midwest,2,3,2,Large,Indeed,2,9,2,1,1
3.25,Mid-tier,Business,West,1,1,2,Large,LinkedIn,12,134,6,1,0
2.56,Mid-tier,Healthcare,Midwest,3,0,2,Small,Handshake,9,42,2,2,1
3.15,Mid-tier,Business,Midwest,0,2,5,Large,LinkedIn,4,8,0,0,0
2.9,Mid-tier,Business,Northeast,2,4,5,Medium,Indeed,8,125,1,0,0
3.7,Mid-tier,Business,Northeast,0,0,5,Large,Indeed,7,137,2,0,0
2.14,Mid-tier,Business,South,1,0,4,Large,LinkedIn,4,34,0,0,0
